epoch,lr,train_loss,train_acc,train_bal_acc,train_precision_macro,train_recall_macro,train_f1_macro,val_loss,val_acc,val_bal_acc,val_precision_macro,val_recall_macro,val_f1_macro,epoch_time_sec,train_top2_acc,val_top2_acc,train_auc,val_auc
1,0.0009972609476841367,0.3515629592244274,0.9032019016286654,0.660367172985075,0.7713428203265693,0.660367172985075,0.6962522319610263,1.5488206969272424,0.8077162048149432,0.5,0.4038581024074716,0.5,0.4468158235587812,485.0723898410797,nan,nan,0.8369347428669713,0.47931332433053386
