epoch,lr,train_loss,train_acc,train_bal_acc,train_precision_macro,train_recall_macro,train_f1_macro,val_loss,val_acc,val_bal_acc,val_precision_macro,val_recall_macro,val_f1_macro,epoch_time_sec,train_top2_acc,val_top2_acc
1,0.0009972609476841367,1.0760577447027924,0.8784522116608038,0.2321311613850592,0.34565198585894125,0.2321311613850592,0.23129604319451713,3.5012231553213065,0.7935627809311329,0.14317851294508602,0.3276824104769095,0.14317851294508602,0.12707517752952166,242.3816237449646,0.9534391138387845,0.8698120017060927
2,0.0009890738003669028,1.0515462708318266,0.8791332984058079,0.2519527847110499,0.3615927298703162,0.2519527847110499,0.24706813884536924,3.574734463204548,0.7936940188326389,0.14324809797058674,0.16409624479247334,0.14324809797058674,0.12727416925400986,236.32759070396423,0.9549958835416511,0.8663998162669378
3,0.0009755282581475768,1.0717186247127195,0.8796871491654816,0.21859963169490038,0.3059015204012561,0.21859963169490038,0.21400138679309327,3.5253794926666018,0.793300305128121,0.14289196942848834,0.10815537555228276,0.1250304732499273,0.11074216581610655,235.94125247001648,0.9528852630791108,0.8642015814167131
4,0.0009567727288213003,1.0665625887111825,0.8787216525709154,0.22035760824601971,0.28001086974466544,0.22035760824601971,0.21252702153323288,3.4616461975239403,0.793300305128121,0.14295633146602163,0.110111815315907,0.12508679003276893,0.11087079883191567,235.65047478675842,0.9548985854352219,0.8712556186226582
5,0.0009330127018922195,1.0541732647414293,0.8796347578774044,0.226578310650852,0.33527339748324286,0.226578310650852,0.21823680253291583,3.5811824661842215,0.793300305128121,0.1432137796161548,0.14106561674387516,0.1432137796161548,0.1272504547491181,235.9566993713379,0.9551904797545094,0.8689917648216805
