epoch,lr,train_loss,train_acc,train_bal_acc,train_precision_macro,train_recall_macro,train_f1_macro,val_loss,val_acc,val_bal_acc,val_precision_macro,val_recall_macro,val_f1_macro,epoch_time_sec,train_top2_acc,val_top2_acc
1,0.00029917828430524096,0.24203792861681533,0.8028597770879592,0.7614280454772575,0.8072702742978184,0.7614280454772575,0.7812554483048865,0.5195587265824265,0.8194625789940982,0.2505625491739035,0.45498170652031883,0.2505625491739035,0.22643044602787674,209.26485180854797,0.9564268607372572,0.9108737661252415
